0.00201,0.00201,0.00201,-0.01697,-0.01697,-0.01697,-0.01697,0.04641,0.04641,0.04641,0.04641,0.32276,0.32276,0.32276,0.32276,0.32276,-0.10089,-0.10089,-0.10089,-0.10089,-0.40654,-0.40654,-0.40654,-0.40654,0.04392,0.04392,0.04392,0.00844,0.00844,0.00844
-0.00325,-0.00325,-0.00325,-0.00325,0.03446,0.03446,0.03446,0.03446,0.23121,0.23121,0.23121,0.23121,-0.08083,-0.08083,-0.08083,-0.08083,-0.46847,-0.46847,-0.46847,-0.46847,-0.07208,-0.07208,-0.07208,-0.09043,-0.09043,-0.09043,-0.09043,-0.07708,-0.07708,-0.07708
-0.0073,-0.0073,-0.0073,-0.0073,-0.0096,-0.0096,-0.0096,-0.0096,0.21319,0.21319,0.21319,0.21319,-0.16511,-0.16511,-0.16511,-0.16511,-0.16511,0.01577,0.01577,0.01577,-0.19665,-0.19665,-0.19665,-0.19665,0.09592,0.09592,0.09592,0.09592,0.02044,0.02044
-0.0056,-0.0056,-0.01226,-0.01226,-0.01226,-0.01226,0.24472,0.24472,0.24472,0.24472,-0.04827,-0.04827,-0.04827,-0.04827,-0.08477,-0.08477,-0.08477,-0.08477,-0.27168,-0.27168,-0.27168,-0.27168,-0.09468,-0.09468,-0.09468,-0.09468,-0.01103,-0.01103,-0.01103,-0.01103
-0.0194,-0.0194,-0.0194,-0.0194,-0.07874,-0.07874,-0.07874,-0.07874,0.25505,0.25505,0.25505,0.25505,-0.06763,-0.06763,-0.06763,-0.06763,-0.30683,-0.30683,-0.30683,-0.30683,-0.30683,0.13951,0.13951,0.13951,0.01497,0.01497,0.01497,0.01497,0.01362,0.01362
0.00761,0.00761,0.00222,0.00222,0.00222,0.00222,0.2323,0.2323,0.2323,0.2323,-0.11545,-0.11545,-0.11545,-0.11545,0.06866,0.06866,0.06866,0.06866,-0.2694,-0.2694,-0.2694,-0.2694,-0.00715,-0.00715,-0.00715,-0.00715,0.06136,0.06136,0.06136,0.06136
0.01547,0.00029,0.00029,0.00029,0.00029,0.0297,0.0297,0.0297,0.0297,-0.05897,-0.05897,-0.05897,-0.05897,0.04741,0.04741,0.04741,0.04741,0.14851,0.14851,0.14851,0.14851,-0.14441,-0.14441,-0.14441,-0.14441,-0.0605,-0.0605,-0.0605,-0.0605,0.00163
0.00301,0.00301,0.00301,0.00301,0.07581,0.07581,0.07581,0.07581,-0.06514,-0.06514,-0.06514,-0.06514,-0.06514,-0.03801,-0.03801,-0.03801,-0.03801,-0.107,-0.107,-0.107,0.04913,0.04913,0.04913,0.04913,0.04913,0.02624,0.02624,0.02624,0.02624,0.03761
0.0126,0.0126,0.0126,0.0126,0.00353,0.00353,0.00353,0.00353,-0.07731,-0.07731,-0.07731,-0.07731,0.2518,0.2518,0.2518,0.2518,0.00525,0.00525,0.00525,0.00525,0.00525,-0.20855,-0.20855,-0.20855,0.13245,0.13245,0.13245,0.13245,0.13245,0.0048
-0.01797,-0.01797,-0.01797,-0.01797,0.10745,0.10745,0.10745,0.10745,-0.10922,-0.10922,-0.10922,-0.10922,0.03763,0.03763,0.03763,0.03763,-0.17659,-0.17659,-0.17659,0.13681,0.13681,0.13681,0.13681,0.03045,0.03045,0.03045,0.03045,0.03045,-0.00704,-0.00704
-0.02515,0.22722,0.22722,0.22722,0.22722,-0.20485,-0.20485,-0.20485,-0.20485,0.05114,0.05114,0.05114,0.05114,-0.38895,-0.38895,-0.38895,-0.38895,0.12395,0.12395,0.12395,0.12395,0.0015,0.0015,0.0015,0.0015,-0.01863,-0.01863,-0.01863,-0.01863,-0.00113
0.17951,-0.14687,-0.14687,-0.14687,-0.14687,-0.14687,0.00908,0.00908,0.00908,0.00908,-0.1146,-0.1146,-0.1146,-0.1146,0.12673,0.12673,0.12673,0.12673,-0.02883,-0.02883,-0.02883,-0.02883,0.03684,0.03684,0.03684,0.03684,0.00993,0.00993,0.00993,0.00993
-0.01641,-0.10489,-0.10489,-0.10489,-0.10489,0.18486,0.18486,0.18486,0.18486,-0.01526,-0.01526,-0.01526,-0.01526,0.0977,0.0977,0.0977,0.0977,-0.09695,-0.09695,-0.09695,-0.09695,-0.06923,-0.06923,-0.06923,-0.06923,0.01084,0.01084,0.01084,0.01084,-0.01543
0.00385,0.00385,0.00385,-0.1859,-0.1859,-0.1859,-0.1859,0.33303,0.33303,0.33303,0.33303,-0.04663,-0.04663,-0.04663,-0.04663,-0.33831,-0.33831,-0.33831,-0.33831,0.12208,0.12208,0.12208,0.12208,-0.1072,-0.1072,-0.1072,-0.1072,-0.1072,-0.03338,-0.03338
0.00143,0.00143,0.00143,-3e-05,-3e-05,-3e-05,-3e-05,-0.0025,-0.0025,-0.0025,-0.0025,0.11013,0.11013,0.11013,0.11013,-0.11905,-0.11905,-0.11905,-0.11905,-0.09695,-0.09695,-0.09695,-0.09695,0.0676,0.0676,0.0676,0.0676,0.0676,0.01119,0.01119
-0.13998,-0.13998,-0.13998,-0.13998,0.20768,0.20768,0.20768,0.20768,0.03163,0.03163,0.03163,0.03163,0.06383,0.06383,0.06383,0.06383,-0.20226,-0.20226,-0.20226,-0.20226,-0.05547,-0.05547,-0.05547,-0.05547,0.08489,0.08489,0.08489,0.08489,-0.01103,-0.01103
0.00085,-0.02365,-0.02365,-0.02365,-0.02365,0.0579,0.0579,0.0579,0.0579,0.03103,0.03103,0.03103,0.03103,-0.29331,-0.29331,-0.29331,-0.29331,0.31622,0.31622,0.31622,0.31622,0.01833,0.01833,0.01833,0.01833,0.10533,0.10533,0.10533,0.10533,0.06269
