0.03376,0.03376,0.03376,-0.02101,-0.02101,-0.02101,-0.02101,0.33024,0.33024,0.33024,0.33024,-0.05382,-0.05382,-0.05382,-0.05382,-0.05382,-0.34053,-0.34053,-0.34053,-0.34053,-0.34973,-0.34973,-0.34973,-0.34973,-0.18,-0.18,-0.18,-0.07535,-0.07535,-0.07535
0.01242,0.01242,0.01242,0.01242,0.32133,0.32133,0.32133,0.32133,-0.00255,-0.00255,-0.00255,-0.00255,-0.27771,-0.27771,-0.27771,-0.27771,-0.30741,-0.30741,-0.30741,-0.30741,-0.13212,-0.13212,-0.13212,-0.10012,-0.10012,-0.10012,-0.10012,-0.07482,-0.07482,-0.07482
0.01077,0.01077,0.01077,0.01077,-0.01156,-0.01156,-0.01156,-0.01156,0.32376,0.32376,0.32376,0.32376,-0.23729,-0.23729,-0.23729,-0.23729,-0.23729,-0.00197,-0.00197,-0.00197,-0.22479,-0.22479,-0.22479,-0.22479,0.09586,0.09586,0.09586,0.09586,0.00793,0.00793
0.00149,0.00149,-0.0079,-0.0079,-0.0079,-0.0079,0.41347,0.41347,0.41347,0.41347,-0.38225,-0.38225,-0.38225,-0.38225,-0.1965,-0.1965,-0.1965,-0.1965,-0.15013,-0.15013,-0.15013,-0.15013,-0.13052,-0.13052,-0.13052,-0.13052,-0.05319,-0.05319,-0.05319,-0.05319
-0.02124,-0.02124,-0.02124,-0.02124,0.19633,0.19633,0.19633,0.19633,-0.11936,-0.11936,-0.11936,-0.11936,-0.08054,-0.08054,-0.08054,-0.08054,-0.3258,-0.3258,-0.3258,-0.3258,-0.3258,0.1874,0.1874,0.1874,0.03717,0.03717,0.03717,0.03717,0.06682,0.06682
0.00499,0.00499,0.01129,0.01129,0.01129,0.01129,0.23003,0.23003,0.23003,0.23003,-0.23571,-0.23571,-0.23571,-0.23571,-0.01356,-0.01356,-0.01356,-0.01356,-0.06987,-0.06987,-0.06987,-0.06987,0.04259,0.04259,0.04259,0.04259,0.05267,0.05267,0.05267,0.05267
0.00495,0.00559,0.00559,0.00559,0.00559,0.06606,0.06606,0.06606,0.06606,0.11993,0.11993,0.11993,0.11993,-0.04818,-0.04818,-0.04818,-0.04818,-0.31712,-0.31712,-0.31712,-0.31712,0.0614,0.0614,0.0614,0.0614,-0.04789,-0.04789,-0.04789,-0.04789,-0.01404
-0.00012,-0.00012,-0.00012,-0.00012,0.39117,0.39117,0.39117,0.39117,-0.2275,-0.2275,-0.2275,-0.2275,-0.2275,-0.06952,-0.06952,-0.06952,-0.06952,-0.13735,-0.13735,-0.13735,-0.02527,-0.02527,-0.02527,-0.02527,-0.02527,0.04869,0.04869,0.04869,0.04869,0.01613
0.03036,0.03036,0.03036,0.03036,-0.01483,-0.01483,-0.01483,-0.01483,0.34848,0.34848,0.34848,0.34848,-0.0755,-0.0755,-0.0755,-0.0755,-0.17512,-0.17512,-0.17512,-0.17512,-0.17512,-0.60184,-0.60184,-0.60184,0.04698,0.04698,0.04698,0.04698,0.04698,-0.10251
-0.02284,-0.02284,-0.02284,-0.02284,0.30369,0.30369,0.30369,0.30369,-0.17447,-0.17447,-0.17447,-0.17447,-0.01055,-0.01055,-0.01055,-0.01055,-0.27741,-0.27741,-0.27741,0.15594,0.15594,0.15594,0.15594,-0.00233,-0.00233,-0.00233,-0.00233,-0.00233,0.02026,0.02026
-0.01283,0.39558,0.39558,0.39558,0.39558,-0.30198,-0.30198,-0.30198,-0.30198,0.02379,0.02379,0.02379,0.02379,-0.43584,-0.43584,-0.43584,-0.43584,0.14588,0.14588,0.14588,0.14588,-0.00575,-0.00575,-0.00575,-0.00575,-0.00546,-0.00546,-0.00546,-0.00546,-0.0015
0.3077,-0.27057,-0.27057,-0.27057,-0.27057,-0.27057,0.02865,0.02865,0.02865,0.02865,-0.26783,-0.26783,-0.26783,-0.26783,0.30376,0.30376,0.30376,0.30376,0.02366,0.02366,0.02366,0.02366,0.05533,0.05533,0.05533,0.05533,0.04237,0.04237,0.04237,0.04237
-0.02017,0.33789,0.33789,0.33789,0.33789,-0.11995,-0.11995,-0.11995,-0.11995,-0.12637,-0.12637,-0.12637,-0.12637,-0.04144,-0.04144,-0.04144,-0.04144,-0.00236,-0.00236,-0.00236,-0.00236,-0.03999,-0.03999,-0.03999,-0.03999,0.00943,0.00943,0.00943,0.00943,0.01182
-0.00125,-0.00125,-0.00125,0.26056,0.26056,0.26056,0.26056,0.03797,0.03797,0.03797,0.03797,-0.23806,-0.23806,-0.23806,-0.23806,-0.56733,-0.56733,-0.56733,-0.56733,0.15422,0.15422,0.15422,0.15422,-0.16038,-0.16038,-0.16038,-0.16038,-0.16038,-0.08833,-0.08833
-0.02638,-0.02638,-0.02638,0.12495,0.12495,0.12495,0.12495,-0.11709,-0.11709,-0.11709,-0.11709,0.0319,0.0319,0.0319,0.0319,0.04069,0.04069,0.04069,0.04069,-0.07027,-0.07027,-0.07027,-0.07027,0.03043,0.03043,0.03043,0.03043,0.03043,-0.00129,-0.00129
0.14682,0.14682,0.14682,0.14682,0.00218,0.00218,0.00218,0.00218,-0.01486,-0.01486,-0.01486,-0.01486,-0.08015,-0.08015,-0.08015,-0.08015,-0.04991,-0.04991,-0.04991,-0.04991,-0.04926,-0.04926,-0.04926,-0.04926,0.05463,0.05463,0.05463,0.05463,-0.01317,-0.01317
